operator,model,suite,aliases,global_seq,cp,local_tokens,hidden,projection_width,b_m,b_n,b_k,w_m,w_n,w_k,q_heads,kv_heads,head_dim,warmup,iterations,timing,te_userbuffers_schema,te_userbuffers_numerical_contract,transformer_engine_version,transformer_engine_path,torch_version,torch_cuda_version,nccl_version,device_names,device_sm_counts,cublas_workspace_config,eager_immediate_fused_p50_ms,eager_immediate_fused_p95_ms,eager_immediate_fused_p50_tflops_per_gpu,eager_immediate_te_userbuffers_p50_ms,eager_immediate_te_userbuffers_p95_ms,eager_immediate_te_userbuffers_p50_tflops_per_gpu,eager_immediate_te_userbuffers_data_p50_ms,eager_immediate_te_userbuffers_weight_p50_ms,eager_immediate_forward_p50_tflops_per_gpu,eager_immediate_cublas_p50_ms,eager_immediate_cublas_p50_tflops_per_gpu,eager_immediate_fused_speedup_over_te_userbuffers,eager_immediate_fused_throughput_as_forward_percent,eager_immediate_fused_throughput_as_cublas_percent,eager_immediate_te_userbuffers_throughput_as_forward_percent,eager_immediate_te_userbuffers_as_cublas_percent,eager_immediate_te_userbuffers_config,eager_immediate_te_userbuffers_numerical_contract,eager_immediate_te_userbuffers_unpack_kernel,eager_immediate_weight_accumulation_beta,eager_deferred_fused_p50_ms,eager_deferred_fused_p95_ms,eager_deferred_fused_p50_tflops_per_gpu,eager_deferred_te_userbuffers_p50_ms,eager_deferred_te_userbuffers_p95_ms,eager_deferred_te_userbuffers_p50_tflops_per_gpu,eager_deferred_te_userbuffers_data_p50_ms,eager_deferred_te_userbuffers_weight_p50_ms,eager_deferred_forward_p50_tflops_per_gpu,eager_deferred_cublas_p50_ms,eager_deferred_cublas_p50_tflops_per_gpu,eager_deferred_fused_speedup_over_te_userbuffers,eager_deferred_fused_throughput_as_forward_percent,eager_deferred_fused_throughput_as_cublas_percent,eager_deferred_te_userbuffers_throughput_as_forward_percent,eager_deferred_te_userbuffers_as_cublas_percent,eager_deferred_te_userbuffers_config,eager_deferred_te_userbuffers_numerical_contract,eager_deferred_te_userbuffers_unpack_kernel,eager_deferred_weight_accumulation_beta,graph_immediate_fused_p50_ms,graph_immediate_fused_p95_ms,graph_immediate_fused_p50_tflops_per_gpu,graph_immediate_te_userbuffers_p50_ms,graph_immediate_te_userbuffers_p95_ms,graph_immediate_te_userbuffers_p50_tflops_per_gpu,graph_immediate_te_userbuffers_data_p50_ms,graph_immediate_te_userbuffers_weight_p50_ms,graph_immediate_forward_p50_tflops_per_gpu,graph_immediate_cublas_p50_ms,graph_immediate_cublas_p50_tflops_per_gpu,graph_immediate_fused_speedup_over_te_userbuffers,graph_immediate_fused_throughput_as_forward_percent,graph_immediate_fused_throughput_as_cublas_percent,graph_immediate_te_userbuffers_throughput_as_forward_percent,graph_immediate_te_userbuffers_as_cublas_percent,graph_immediate_te_userbuffers_config,graph_immediate_te_userbuffers_numerical_contract,graph_immediate_te_userbuffers_unpack_kernel,graph_immediate_weight_accumulation_beta,graph_deferred_fused_p50_ms,graph_deferred_fused_p95_ms,graph_deferred_fused_p50_tflops_per_gpu,graph_deferred_te_userbuffers_p50_ms,graph_deferred_te_userbuffers_p95_ms,graph_deferred_te_userbuffers_p50_tflops_per_gpu,graph_deferred_te_userbuffers_data_p50_ms,graph_deferred_te_userbuffers_weight_p50_ms,graph_deferred_forward_p50_tflops_per_gpu,graph_deferred_cublas_p50_ms,graph_deferred_cublas_p50_tflops_per_gpu,graph_deferred_fused_speedup_over_te_userbuffers,graph_deferred_fused_throughput_as_forward_percent,graph_deferred_fused_throughput_as_cublas_percent,graph_deferred_te_userbuffers_throughput_as_forward_percent,graph_deferred_te_userbuffers_as_cublas_percent,graph_deferred_te_userbuffers_config,graph_deferred_te_userbuffers_numerical_contract,graph_deferred_te_userbuffers_unpack_kernel,graph_deferred_weight_accumulation_beta
oproj,llama3_8b,model,Llama 3/3.1 8B,262144,4,65536,4096,4096,65536,4096,4096,4096,4096,65536,32,8,128,10,50,per-sample max-rank CUDA-event critical path,v10_backward_te_userbuffers_v3,complete_route_then_single_full_gemm,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,5.870975971,5.914683342,749.11676232851,7.638927936553955,7.75955216884613,575.7413275308407,,,689.2729332233869,5.849424362,751.8768068316806,1.3011342533655135,108.68216728390354,99.63291266892497,83.52878805763991,76.5738911347653,c24/s2/pull/ce/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,5.862847805,5.890822411,750.1553267941262,7.724944114685059,7.835863888263702,569.330527937846,4.559280157089233,3.166991949081421,689.2729332233869,5.848927975,751.940617135741,1.3176095255443967,108.83284264275729,99.76257562087609,82.59870662197196,75.71482574069672,c24/s2/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1,5.927296162,6.057337761,741.9987783468546,7.582079887390137,7.721824026107788,580.0580548377567,,,692.3213851492862,5.849424362,751.8768068316806,1.2791801995653573,107.17548154125794,98.68621715750872,83.78450634060336,77.14801807520202,c20/s3/pull/ce/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,5.887871742,5.928339005,746.9671052328437,7.61188805103302,7.689956724643707,577.7865467302997,4.478224039077759,3.1201919317245483,692.3213851492862,5.848927975,751.940617135741,1.2928080611428883,107.89311456438314,99.338576505969,83.45640610331729,76.83938512740256,c20/s3/pull/ce/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1
oproj,llama3_8b,model,Llama 3/3.1 8B,524288,4,131072,4096,4096,131072,4096,4096,4096,4096,131072,32,8,128,10,50,per-sample max-rank CUDA-event critical path,v10_backward_te_userbuffers_v3,complete_route_then_single_full_gemm,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,11.84827232,13.47866726,742.3945689837083,15.105871677398682,18.37838916778564,582.2962891554722,,,690.4900999663678,11.72727966,750.0540003501544,1.274942984885638,107.51704753187174,98.97881601019786,84.33086718894805,77.63391554256542,c20/s3/pull/ce/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,11.63072014,11.73770332,756.281031297173,15.363759994506836,16.012379217147828,572.5221576848999,9.081679821014404,6.290127992630005,690.4900999663678,12.3026886,714.9732313153078,1.320963776066478,109.52814983647262,105.77753098614235,82.91533183644286,80.07602699078029,c20/s3/pull/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1,12.23231983,12.62095547,719.0862521952224,15.219648361206055,18.30550880432129,577.9432489799633,,,691.5880799897712,11.72727966,750.0540003501544,1.244216025473727,103.97609111566207,95.87126418358211,83.56755497991105,77.0535519722789,c20/s3/pull/ce/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,11.98086357,12.59022045,734.1785482169546,15.529680252075195,16.763163089752197,566.4052884174869,8.832224369049072,6.663071870803833,691.5880799897712,12.3026886,714.9732313153078,1.296207085686328,106.15835776519071,102.6861588742722,81.89922654911348,79.2204887692779,c20/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1
oproj,nanbeige42_3b,model,Nanbeige4.2-3B,1024,4,256,3072,6144,256,6144,3072,3072,6144,256,48,8,128,10,50,per-sample max-rank CUDA-event critical path,v10_backward_te_userbuffers_v3,complete_route_then_single_full_gemm,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,0.07348799706,0.07445920259,263.00013070461006,0.17875199764966965,0.18902400135993958,108.1238424528215,,,258.2213793676836,0.05655999854,341.71416780238127,2.4323971913906677,101.85064123994239,76.96494775033946,41.872536936170206,31.641603609292325,c24/s1/push/sm/b512/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,0.0815680027,0.08317120373,236.94772695470206,0.18534399569034576,0.2016016053035855,104.27827866779246,0.1292480006814003,0.055984001606702805,258.2213793676836,0.05913599953,326.82888571444767,2.27226350474738,91.76146744120291,72.49901624721282,40.38328620315738,31.90607783637001,c24/s1/push/sm/b512/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1,0.06732799858,0.06817600131,287.06263723308194,0.07448000088334084,0.0757216028869152,259.4972153970933,,,269.5135019222841,0.05655999854,341.71416780238127,1.1062262721925815,106.51141229869005,84.00665359567265,96.28356781617603,75.93984676314759,c8/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,0.07524800301,0.07669280469,256.84871436962277,0.07830399926751852,0.08110719984397291,246.82459405387266,0.047231998294591904,0.031120000407099724,269.5135019222841,0.05913599953,326.82888571444767,1.0406123237199052,95.30087084233972,78.58813146461998,91.58153201728871,75.52104628521873,c12/s3/push/sm/b512/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1
oproj,nanbeige42_3b,model,Nanbeige4.2-3B,4096,4,1024,3072,6144,1024,6144,3072,3072,6144,1024,48,8,128,10,50,per-sample max-rank CUDA-event critical path,v10_backward_te_userbuffers_v3,complete_route_then_single_full_gemm,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,0.1558399945,0.158081606,496.08196904806744,0.22207999974489212,0.26698078960180277,348.115145068475,,,435.1439386243568,0.1210239977,638.7940639643901,1.4250513833590526,114.00410875912857,77.6591388419229,79.99999865998123,54.49567626036688,c12/s3/push/sm/b512/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,0.1681759953,0.1694255918,459.69349662591236,0.24772800132632256,0.27513920292258254,312.0737700788345,0.15134400129318237,0.09575999900698662,435.1439386243568,0.1328800023,581.7986904715759,1.4730283051657524,105.64170974762176,79.01246670962917,71.71736576761464,53.63947619508797,c12/s3/push/sm/b512/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1,0.149120003,0.1501120031,518.437565535725,0.1653439998626709,0.16735520362854003,467.5670807057442,,,432.18587153572173,0.1210239977,638.7940639643901,1.1087982600340405,119.9570832090179,81.15879510812509,108.18657237551508,73.19527639377202,c24/s3/push/sm/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,0,0.1605919898,0.1616703868,481.4026616413467,0.1825600005686283,0.18720320239663124,423.47398711218614,0.10772800073027611,0.07470400258898735,432.18587153572173,0.1328800023,581.7986904715759,1.1367939384522672,111.38787576066262,82.7438544509522,97.98422738980825,72.78702995514479,c24/s3/push/sm/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,1
oproj,nanbeige42_3b,model,Nanbeige4.2-3B,16384,4,4096,3072,6144,4096,6144,3072,3072,6144,4096,48,8,128,10,50,per-sample max-rank CUDA-event critical path,v10_backward_te_userbuffers_v3,complete_route_then_single_full_gemm,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,0.4528639913,0.4562944174,682.8488271374736,0.6084159910678864,0.6262527853250504,508.26679418670244,,,608.4289619816766,0.400496006,772.1366522491612,1.3434850258713567,112.23147972992749,88.43626644952022,83.53757397268826,65.82601573259983,c24/s2/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,0.467328012,0.4698735774,661.7143363364231,0.6407679915428162,0.6919680051505566,482.60470153546476,0.40699198842048645,0.23342400044202805,608.4289619816766,0.4057280123,762.1796768701937,1.3711311436276927,108.75786290336903,86.81868021641296,79.31981080644199,63.31901993467306,c24/s2/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1,0.4440320134,0.4456639886,696.4309688937398,0.5734560191631317,0.5764831930398941,539.252593011899,,,618.3565377243563,0.400496006,772.1366522491612,1.291474492508138,112.62611881758524,90.19529986889006,87.2073892832812,69.83900990078726,c24/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,0.4569280148,0.4591616094,676.7754116528729,0.5878720134496689,0.5907568030059338,526.0288604272461,0.37560001015663147,0.21214400231838226,618.3565377243563,0.4057280123,762.1796768701937,1.286574677866893,109.44744178552826,88.79473334056557,85.06886049318896,69.0163850323752,c24/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1
oproj,nanbeige42_3b,model,Nanbeige4.2-3B,131072,4,32768,3072,6144,32768,6144,3072,3072,6144,32768,48,8,128,10,50,per-sample max-rank CUDA-event critical path,v10_backward_te_userbuffers_v3,complete_route_then_single_full_gemm,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,3.534512043,3.577225685,699.9272126955941,4.409183979034424,4.768428802490234,561.0791416868399,,,692.6000912798282,3.243808031,762.6533811044751,1.247466107172187,101.05791516749966,91.77527170756905,81.01054977484105,73.56935084642052,c24/s2/push/ce/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,0,3.509680033,3.555334568,704.8794018927593,4.621520042419434,4.774009615182877,535.3003210607903,2.875216007232666,1.7465919852256775,692.6000912798282,3.281824112,753.8189366852943,1.316792413828407,101.77292939569797,93.50778649741373,77.28851436788437,71.0117901010317,c24/s2/push/sm/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,1,3.552576065,4.220878124,696.368245811508,4.450608015060425,4.5436159610748295,555.8568973328047,,,677.5880597430133,3.243808031,762.6533811044751,1.2527833137502222,102.77162293497577,91.30861582269878,82.0346358440293,72.8846040815832,c20/s3/pull/ce/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,0,3.525184155,3.552803278,701.7792698821434,4.486191987991333,4.530171287059784,551.4479026127625,2.816223978996277,1.6610719561576843,677.5880597430133,3.281824112,753.8189366852943,1.2726120936485752,103.57019427826178,93.09652964782488,81.3839462905985,73.15389356462691,c20/s3/pull/ce/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,1
oproj,nanbeige42_3b,model,Nanbeige4.2-3B,262144,4,65536,3072,6144,65536,6144,3072,3072,6144,65536,48,8,128,10,50,per-sample max-rank CUDA-event critical path,v10_backward_te_userbuffers_v3,complete_route_then_single_full_gemm,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,7.018767834,7.750067234,704.9388784487326,8.940656185150146,9.099838399887084,553.4048309798536,,,679.7656880280102,6.690720081,739.5022157693521,1.2738213311231383,103.70321580863391,95.32613471824948,81.41111573096201,74.83477658063684,c24/s2/pull/ce/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,0,6.989088058,7.048251152,707.9324632816066,9.198815941810608,9.288801646232605,537.8738259674452,5.671184062957764,3.5567840337753296,679.7656880280102,6.743120193,733.7556180784512,1.316168270520109,104.14360061851721,96.48068728053218,79.12635713164765,73.30421910445082,c24/s2/pull/ce/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,1,7.042047977,7.895641804,702.6084373682193,8.932912349700928,9.044956827163697,553.8845710444759,,,671.1498115985645,6.690720081,739.5022157693521,1.268510578013196,104.68727327729195,95.01099826147919,82.52771012856537,74.89964995821329,c20/s3/pull/ce/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,7.020015717,7.251129627,704.8135680109903,9.09118378162384,9.148571062088013,544.2418109501949,5.556687831878662,3.5296640396118164,671.1498115985645,6.743120193,733.7556180784512,1.2950375252876147,105.01583339973597,96.05562814724964,81.09095786735061,74.1720809409879,c20/s3/pull/ce/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1
oproj,nanbeige42_3b,model,Nanbeige4.2-3B,524288,4,131072,3072,6144,131072,6144,3072,3072,6144,131072,48,8,128,10,50,per-sample max-rank CUDA-event critical path,v10_backward_te_userbuffers_v3,complete_route_then_single_full_gemm,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,14.02777672,14.93123817,705.4292955686566,18.098400115966797,21.463380622863767,546.7668184246786,,,669.8457321042043,13.42515182,737.0944316057648,1.290183075851438,105.31220275938351,95.70405979487248,81.62578220915216,74.17866625766575,c20/s2/pull/ce/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,0,13.97379112,14.92151546,708.1546135193697,18.32368016242981,20.035188698768614,540.044606883806,11.109936237335205,7.165839910507202,669.8457321042043,13.71588802,721.4702129059815,1.3112891129597628,105.71906031181608,98.15437988313082,80.62223598668747,74.8533476813383,c20/s2/push/ce/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,1,14.12607956,15.50377464,700.5202404497854,18.18932819366455,20.74285125732422,544.0335423399913,,,670.217388302584,13.42515182,737.0944316057648,1.2876416359122183,104.52134675645279,95.03805895313816,81.17269886384621,73.80784863003385,c20/s3/pull/ce/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,14.08075142,14.75614452,702.7753246128963,18.34552025794983,18.67092318534851,539.4016910311306,10.973696231842041,7.380720138549805,670.217388302584,13.71588802,721.4702129059815,1.3028793500247609,104.85781731100256,97.40877891302196,80.48160200636366,74.76423577606839,c20/s3/pull/ce/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1
oproj,production_qwen_dense,model,current production Qwen dense,1024,4,256,2048,2048,256,2048,2048,2048,2048,256,16,8,128,10,50,per-sample max-rank CUDA-event critical path,v10_backward_te_userbuffers_v3,complete_route_then_single_full_gemm,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,0.03433600068,0.03489760309,125.08641690765485,0.17599999904632568,0.19324319809675217,24.40322340495868,,,105.186302779182,0.03071999922,139.8101368832001,5.125815341355174,118.91892157313414,89.46877508041801,23.20000110298435,17.454545105942906,c8/s1/pull/sm/b512/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,0.03992000222,0.04226559773,107.58935513906893,0.17814400233328342,0.19197760261595248,24.109525101859422,0.13657599687576294,0.040720000863075256,105.186302779182,0.0310720019,138.22628196994285,4.462524860382722,102.28456775872392,77.83567177366754,22.920783851936157,17.442070175266675,c8/s1/push/sm/b512/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1,0.02969600074,0.03027199954,144.6311688097028,0.032048000022768974,0.03336639869958162,134.01670285036747,,,125.20310287169526,0.03071999922,139.8101368832001,1.079202560080788,115.51723998239636,103.4482706576064,107.03944213563473,95.85621317453358,c12/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,0.03367999941,0.03433120251,127.52278418166397,0.03902400052174926,0.04298240030184388,110.0596360848828,0.025439999997615814,0.01360000018030405,125.20310287169526,0.0310720019,138.22628196994285,1.1586698695179478,101.85273468209958,92.25653932397144,87.90487900101719,79.62280003220744,c12/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1
oproj,production_qwen_dense,model,current production Qwen dense,4096,4,1024,2048,2048,1024,2048,2048,2048,2048,1024,16,8,128,10,50,per-sample max-rank CUDA-event critical path,v10_backward_te_userbuffers_v3,complete_route_then_single_full_gemm,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,0.05595200136,0.05650399998,307.0465535890886,0.17187200486660004,0.18675839826464652,99.95734440483373,,,273.0777686805206,0.04468799755,384.440344743082,3.0717758201491443,112.43923482775664,79.86845235878798,36.60398460402536,26.000742578574666,c8/s1/push/sm/b256/w8/rev,complete_route_then_single_full_gemm,branch_masked_v1,0,0.06195200235,0.06391039491,277.3093448528383,0.17694399878382683,0.19957919903099536,97.09212689936273,0.13288000226020813,0.042208001017570496,273.0777686805206,0.04510400072,380.8945749768514,2.8561465662429364,101.54958647595672,72.80475046663283,35.554753273582236,25.490551264812172,c8/s1/push/sm/b256/w8/rev,complete_route_then_single_full_gemm,branch_masked_v1,1,0.05124799907,0.05193920061,335.2300479192153,0.0586559996008873,0.05993599817156792,292.8919343442596,,,277.3093615490528,0.04468799755,384.440344743082,1.144551995498764,120.88666824899705,87.1994972700502,105.61920185750758,76.18657571956885,c12/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,0.05480000004,0.05555839837,313.5012622529188,0.06211200077086687,0.06368319876492023,276.59500532557433,0.04198399931192398,0.020175999961793423,277.3093615490528,0.04510400072,380.8945749768514,1.1334306701738988,113.05109228974374,82.30657059685653,99.74239736462985,72.61720788288577,c12/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1
oproj,production_qwen_dense,model,current production Qwen dense,16384,4,4096,2048,2048,4096,2048,2048,2048,2048,4096,16,8,128,10,50,per-sample max-rank CUDA-event critical path,v10_backward_te_userbuffers_v3,complete_route_then_single_full_gemm,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,0.1249760017,0.1261183918,549.8613797948058,0.20476800203323364,0.2161680020391941,335.59675366098895,,,429.84061434193103,0.1027359962,668.8938568544294,1.6384585780298142,127.92215566614657,82.204579121209,78.07469616959634,50.17189950572749,c8/s3/push/sm/b512/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,0.1301119924,0.1322015971,528.1563633637818,0.22569599747657776,0.2354976002126932,304.47804792431714,0.15371199697256088,0.07142399996519089,429.84061434193103,0.1037279963,662.4969071729769,1.7346287095714152,122.87260573837777,79.72208740076138,70.8351044003743,45.95916518668643,c8/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1,0.1198720038,0.1205824018,573.2737800116761,0.15803200006484985,0.1596176043152809,434.8453269451779,,,436.92445055718105,0.1027359962,668.8938568544294,1.318339520948676,131.2066146173824,85.70474584825452,99.52414573976077,65.00961587389982,c24/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,0.1241440028,0.1248352006,553.5464878372683,0.16499200090765953,0.16744480095803738,416.50186892672434,0.11369600147008896,0.051311999559402466,436.92445055718105,0.1037279963,662.4969071729769,1.329037224403558,126.69157954684542,83.55457691106444,95.32583227960507,62.86850012689589,c24/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1
oproj,production_qwen_dense,model,current production Qwen dense,131072,4,32768,2048,2048,32768,2048,2048,2048,2048,32768,16,8,128,10,50,per-sample max-rank CUDA-event critical path,v10_backward_te_userbuffers_v3,complete_route_then_single_full_gemm,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,0.745231986,0.7715519667,737.6975548765563,1.1414719820022583,1.1483487606048584,481.62006825929467,,,649.8418712235145,0.6773920059,811.577061878049,1.5317001999995454,113.51954799213354,90.89679705454834,74.11342506331673,59.34372604676511,c24/s2/push/sm/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,0,0.7233120203,0.7272080183,760.0534741009614,1.2058719992637634,1.3606031939387317,455.89897951328953,0.8424479961395264,0.3612159937620163,649.8418712235145,0.6900479794,796.6921580815515,1.6671532691570887,116.95975709751384,95.40114916295687,70.15537159138859,57.223982298395164,c24/s2/pull/ce/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,1,0.7251839638,0.7363967896,758.0915206773909,1.1047999858856201,1.1145823895931244,497.60664456137687,,,653.4754476571383,0.6773920059,811.577061878049,1.5234754779965254,116.0091818897444,93.40967805609384,76.14771853256502,61.313542229727226,c20/s3/push/sm/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,0,0.7284960151,0.7322368026,754.6449156795121,1.121327981352806,1.1259967967867852,490.2720907978743,0.7753759920597076,0.3471360057592392,653.4754476571383,0.6900479794,796.6921580815515,1.539236945858767,115.48175503534064,94.72227233875502,75.02532689722528,61.53846072471177,c20/s3/push/sm/b1024/w4/rev,complete_route_then_single_full_gemm,branch_masked_v1,1
oproj,production_qwen_dense,model,current production Qwen dense,262144,4,65536,2048,2048,65536,2048,2048,2048,2048,65536,16,8,128,10,50,per-sample max-rank CUDA-event critical path,v10_backward_te_userbuffers_v3,complete_route_then_single_full_gemm,2.19.0.dev0+a7aec214,/tmp/TransformerEngine-v10-clean/transformer_engine/__init__.py,2.9.0+cu128,12.8,2.27.5,NVIDIA L20X|NVIDIA L20X|NVIDIA L20X|NVIDIA L20X,132|132|132|132,:4096:8,1.483936071,1.5502671,740.9427193417148,2.273375988006592,2.3157936334609985,483.6470665550163,,,699.8765447864848,1.360048056,808.4358658691397,1.5319905165959078,105.86763120740935,91.65139136239785,69.10462568831552,59.825038320764406,c20/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,1.447631955,1.461788893,759.5242865276484,2.3684319853782654,2.5354848355054855,464.2360999023561,1.620639979839325,0.747791975736618,699.8765447864848,1.383711934,794.6102080637256,1.6360732969439495,108.52260904948038,95.58451160329628,66.33114130778353,58.4231230849133,c20/s2/pull/ce/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1,1.49140799,1.518911958,737.2306137209309,2.254688024520874,2.262990343570709,487.65577136093964,,,684.8935228971616,1.360048056,808.4358658691397,1.5117848634570303,107.64163903936173,91.19222004436224,71.20169122028072,60.320897667827595,c24/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,0,1.481104016,1.535143971,742.359493930371,2.280111998319626,2.3236319750547407,482.2182544481618,1.5933279991149902,0.6736000180244446,684.8935228971616,1.383711934,794.6102080637256,1.5394678386447815,108.39049707903838,93.42435906270609,70.40776972285195,60.68613888351774,c24/s3/push/sm/b1024/w4/fwd,complete_route_then_single_full_gemm,branch_masked_v1,1
