operator,model,suite,aliases,global_seq,cp,local_tokens,hidden,projection_width,q_heads,kv_heads,head_dim,max_context,within_native_context,b_m,b_n,b_k,w_m,w_n,w_k,warmup,iterations,timing,process_model,cublas_b_p50_ms,cublas_w_beta0_p50_ms,cublas_w_beta1_p50_ms,cublas_total_beta0_p50_ms,cublas_total_beta1_p50_ms,cublas_total_beta0_p50_tflops_per_gpu,cublas_total_beta1_p50_tflops_per_gpu,eager_deferred_requested_comm_ctas,eager_deferred_weight_accumulation_beta,eager_deferred_comm_ctas,eager_deferred_gemm_policy,eager_deferred_tile_m,eager_deferred_tile_n,eager_deferred_data_phase_p50_ms,eager_deferred_data_phase_p95_ms,eager_deferred_data_phase_p50_tflops_per_gpu,eager_deferred_weight_phase_p50_ms,eager_deferred_weight_phase_p95_ms,eager_deferred_weight_phase_p50_tflops_per_gpu,eager_deferred_total_p50_ms,eager_deferred_total_p95_ms,eager_deferred_total_p50_tflops_per_gpu,eager_deferred_mfu_percent_of_989t,eager_deferred_throughput_as_cublas_percent,eager_deferred_forward_p50_tflops_per_gpu,eager_deferred_throughput_as_forward_percent,eager_immediate_requested_comm_ctas,eager_immediate_weight_accumulation_beta,eager_immediate_comm_ctas,eager_immediate_gemm_policy,eager_immediate_tile_m,eager_immediate_tile_n,eager_immediate_total_p50_ms,eager_immediate_total_p95_ms,eager_immediate_total_p50_tflops_per_gpu,eager_immediate_mfu_percent_of_989t,eager_immediate_throughput_as_cublas_percent,eager_immediate_forward_p50_tflops_per_gpu,eager_immediate_throughput_as_forward_percent,graph_deferred_requested_comm_ctas,graph_deferred_weight_accumulation_beta,graph_deferred_comm_ctas,graph_deferred_gemm_policy,graph_deferred_tile_m,graph_deferred_tile_n,graph_deferred_data_phase_p50_ms,graph_deferred_data_phase_p95_ms,graph_deferred_data_phase_p50_tflops_per_gpu,graph_deferred_weight_phase_p50_ms,graph_deferred_weight_phase_p95_ms,graph_deferred_weight_phase_p50_tflops_per_gpu,graph_deferred_total_p50_ms,graph_deferred_total_p95_ms,graph_deferred_total_p50_tflops_per_gpu,graph_deferred_mfu_percent_of_989t,graph_deferred_throughput_as_cublas_percent,graph_deferred_forward_p50_tflops_per_gpu,graph_deferred_throughput_as_forward_percent,graph_immediate_requested_comm_ctas,graph_immediate_weight_accumulation_beta,graph_immediate_comm_ctas,graph_immediate_gemm_policy,graph_immediate_tile_m,graph_immediate_tile_n,graph_immediate_total_p50_ms,graph_immediate_total_p95_ms,graph_immediate_total_p50_tflops_per_gpu,graph_immediate_mfu_percent_of_989t,graph_immediate_throughput_as_cublas_percent,graph_immediate_forward_p50_tflops_per_gpu,graph_immediate_throughput_as_forward_percent
qkv,artificial_small,artificial,Mx4096x4096 QKV stress shape,1024,4,256,4096,4096,16,8,128,,True,256,4096,4096,4096,4096,256,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.02233600058,0.02916800044,0.03036800027,0.05166399851,0.05276799947,332.53076957786556,325.5736309231736,0,1,10,m128n128,128,128,0.04252799973,0.04420959949,201.98303815216846,0.03311999887,0.03395839781,259.35793735128226,0.07577599585,0.07766400278,226.71914755179031,22.924079631121366,69.63682743867231,185.44764280088884,122.25507109584228,0,0,10,m128n128,128,128,0.07116799802,0.07344320416,241.39879808298141,24.408371899189223,72.59442438647933,185.44764280088884,130.1708635585981,0,1,10,m128n128,128,128,0.03932800144,0.0401775986,218.41777556647688,0.03081599995,0.03129919991,278.7491759455302,0.07016000152,0.0712319985,244.8670013084686,24.759049677297124,75.21094402336608,210.8683814156762,116.12314737019406,0,0,10,m128n128,128,128,0.06553599983,0.06684000045,262.14400068,26.50596569059656,78.83300574343279,210.8683814156762,124.3164095631987
qkv,artificial_small,artificial,Mx4096x4096 QKV stress shape,1024,8,128,4096,4096,16,8,128,,True,128,4096,4096,4096,4096,128,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.02123199962,0.02700800076,0.02841600031,0.04835199937,0.04956799746,177.6541757098389,173.29597789242624,0,1,10,m128n64,128,64,0.0438079983,0.04549759999,98.04071089000203,0.03286400065,0.03366719931,130.68911912889703,0.07671999931,0.07884319872,111.96473760760779,11.321004813711607,64.60896494499721,112.12842454521767,99.85401833810313,0,0,10,m128n64,128,64,0.06960000098,0.07112959772,123.41859872197949,12.4791303055591,69.47126248445636,112.12842454521767,110.0689670996036,0,1,10,m128n64,128,64,0.03872000054,0.03923520073,110.92374060178666,0.03055999987,0.03107840009,140.54212415806532,0.06926399469,0.06995519996,124.01731419686907,12.53966776510304,71.56387338305855,140.028925247104,88.56549743420523,0,0,10,m128n64,128,64,0.06366400421,0.06500159949,134.92608104990572,13.642677558130002,75.94872482495396,140.028925247104,96.35586419863361
qkv,artificial_small,artificial,Mx4096x4096 QKV stress shape,4096,4,1024,4096,4096,16,8,128,,True,1024,4096,4096,4096,4096,1024,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.0504960008,0.05807999894,0.06380800158,0.1085920036,0.1142719984,632.8226246669971,601.3675939704227,0,1,12,m128n160,128,160,0.09326399863,0.09512480348,368.41373812753926,0.0632160008,0.06416639686,543.5291371357993,0.1564799994,0.1593967974,439.1582119088377,44.404268140428485,73.02658412459068,380.6245307204992,115.37832600477373,0,0,12,m128n160,128,160,0.1469279975,0.1500447989,467.70852325813536,47.291053918921676,73.90831253927627,380.6245307204992,122.87923807033442,0,1,12,m128n160,128,160,0.08886399865,0.09029920399,386.65532600360876,0.06070400029,0.06131840125,566.0209904430337,0.149616003,0.1510927975,459.3056582055598,46.44142145657834,76.37685548918186,415.05290380092214,110.66195513858234,0,0,12,m128n160,128,160,0.1394239962,0.1409024,492.88127301575645,49.83632689744757,77.88616490681251,415.05290380092214,118.75143349247938
qkv,artificial_small,artificial,Mx4096x4096 QKV stress shape,4096,8,512,4096,4096,16,8,128,,True,512,4096,4096,4096,4096,512,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.03769600019,0.04704000056,0.04825599864,0.08476800472,0.08598399907,405.3385293365674,399.60619114758276,0,1,10,m128n160,128,160,0.06809599698,0.06989599764,252.2889735948176,0.05361599848,0.05479039997,320.4243075023304,0.1216959953,0.1239840016,282.34074821688074,28.548103965306446,70.65474821750358,260.87021063873635,108.23035237544913,0,0,10,m128n160,128,160,0.1141759977,0.1159887984,300.9366159276399,30.428373703502515,74.24327917215125,260.87021063873635,115.35875069476181,0,1,10,m128n160,128,160,0.06351999938,0.06500960141,270.4639381562916,0.0511040017,0.0519855991,336.1746362809784,0.114512004,0.1166608036,300.0535941018026,30.33908939350886,75.0873236573521,295.1461862727315,101.66270413012771,0,0,10,m128n160,128,160,0.1090560034,0.1106576025,315.06507937920634,31.856934214277686,77.72887514416284,295.1461862727315,106.74882279795703
qkv,artificial_small,artificial,Mx4096x4096 QKV stress shape,16384,4,4096,4096,4096,16,8,128,,True,4096,4096,4096,4096,4096,4096,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.1726559997,0.1784159988,0.1818400025,0.3511199951,0.3544960022,782.8603063910215,775.4048148303772,0,1,12,m128n256,128,256,0.2330719978,0.2352351993,589.6845385516319,0.1775999963,0.1784320027,773.8679973835112,0.4106559753,0.4128704071,669.3629789343528,67.68078654543505,86.32432584014565,581.1077255789518,115.18741697461914,0,0,12,m128n256,128,256,0.3976959884,0.399396807,691.1759609391122,69.886345898798,88.28854334503518,581.1077255789518,118.9411068748915,0,1,12,m128n256,128,256,0.2272479981,0.2284656018,604.7972022685115,0.1729760021,0.1740256101,794.5550354004857,0.4002720118,0.4016447663,686.7277722164235,69.43657959721168,88.5637745706606,600.4008349655913,114.3782173880187,0,0,12,m128n256,128,256,0.3893759847,0.3909983933,705.9446852013316,71.37964461085254,90.1750515945469,600.4008349655913,117.57889797768001
qkv,artificial_small,artificial,Mx4096x4096 QKV stress shape,16384,8,2048,4096,4096,16,8,128,,True,2048,4096,4096,4096,4096,2048,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.1147679985,0.1217600033,0.1253759861,0.236432001,0.2400000095,581.3043618913498,572.6622834654513,0,1,12,m128n256,128,256,0.1959680021,0.2398159951,350.66682315275796,0.1284959912,0.1305024028,534.7986041762211,0.3249120116,0.3684192002,423.0036088699652,42.77084012840902,73.8661548146963,393.45613823866506,107.5097241495765,0,0,12,m128n256,128,256,0.3073279858,0.3099040091,447.206111458529,45.218009247576234,76.93149076044868,393.45613823866506,113.66098225344243,0,1,12,m128n256,128,256,0.1857120097,0.1873871982,370.0324865742918,0.1241119951,0.1249135956,553.6892439818656,0.3100959957,0.3118783832,443.21421552622775,44.81437972964892,77.39539137170483,417.47348869007016,106.16583508498366,0,0,12,m128n256,128,256,0.298864007,0.3043423891,459.8712131702096,46.49860598283211,79.11022922208228,417.47348869007016,110.15578848208376
qkv,artificial_small,artificial,Mx4096x4096 QKV stress shape,131072,4,32768,4096,4096,16,8,128,,True,32768,4096,4096,4096,4096,32768,10,50,per-sample max-rank CUDA event,MPI one process per GPU,1.394351959,1.481440067,1.489583969,2.874815941,2.88481617,764.9266251066749,762.2750033157225,0,1,12,m128n256,128,256,1.534288049,1.569676876,716.62659986997,1.398800015,1.412460804,786.0391878648929,2.939248085,2.976569653,748.1584377903916,75.64797146515588,98.14810069018044,726.0684782219301,103.04240718761922,0,0,12,m128n256,128,256,2.985008001,3.012939215,736.6892332668156,74.48829456691765,96.30848359659052,726.0684782219301,101.46277594516906,0,1,12,m128n256,128,256,1.530591965,1.595524788,718.35711471019,1.396607995,1.423840046,787.2729009946703,2.920207977,3.018807888,753.0365209847517,76.14120535740665,98.7880381370522,734.6690742113417,102.50009799216433,0,0,12,m128n256,128,256,2.970432043,3.000697613,740.3041792301321,74.85380983115593,96.78107088073854,734.6690742113417,100.7670263002209
qkv,artificial_small,artificial,Mx4096x4096 QKV stress shape,131072,8,16384,4096,4096,16,8,128,,True,16384,4096,4096,4096,4096,16384,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.8435519934,0.8082079887,0.8089439869,1.652015924,1.652544022,665.5575238728751,665.3448338673062,0,1,12,m128n256,128,256,0.9776960015,0.9892784357,562.2972918417935,0.8015999794,0.8115296364,685.8231387424609,1.78015995,1.809784055,617.6476601307653,62.45173509916737,92.83121002694169,589.8768750567726,104.70789519784444,0,0,12,m128n256,128,256,1.770128012,1.777819157,621.1480866480972,62.80567104631923,93.32748325548786,589.8768750567726,105.30131166581414,0,1,12,m128n256,128,256,0.9683680534,0.9735215902,567.7137034392796,0.794975996,0.7960847616,691.5376271159764,1.763200045,1.769518495,623.5887021974299,63.0524471382639,93.72413678675922,598.7372973458911,104.15063584007565,0,0,12,m128n256,128,256,1.744064093,1.765295982,630.4307463177616,63.74426150836822,94.72220262033684,598.7372973458911,105.29338143996753
qkv,artificial_small,artificial,Mx4096x4096 QKV stress shape,262144,4,65536,4096,4096,16,8,128,,True,65536,4096,4096,4096,4096,65536,10,50,per-sample max-rank CUDA event,MPI one process per GPU,2.893136024,2.974544048,2.97636795,5.871568203,5.873519897,749.0412031417563,748.7923065265135,0,1,12,m128n256,128,256,3.108112097,3.166540861,707.5109220399526,2.769808054,2.798390388,793.9262261788485,5.903455734,5.938558578,744.995255198436,75.32813500489746,99.49290994378785,686.05249253263,108.59158203014654,0,0,12,m128n256,128,256,5.924367905,5.949097633,742.3655285473023,75.06223746686577,99.1087707102822,686.05249253263,108.20826928370849,0,1,12,m128n256,128,256,3.108256102,3.15596962,707.4781431739308,2.777088165,2.794654369,791.8449559025794,5.882608414,5.925694466,747.6354367965585,75.59508966598165,99.84550192091028,694.93281098383,107.5838447947387,0,0,12,m128n256,128,256,5.914912224,5.944609642,743.5522869229986,75.18223325813939,99.26720770556611,694.93281098383,106.99628441350137
qkv,artificial_small,artificial,Mx4096x4096 QKV stress shape,262144,8,32768,4096,4096,16,8,128,,True,32768,4096,4096,4096,4096,32768,10,50,per-sample max-rank CUDA event,MPI one process per GPU,1.60452795,1.589920044,1.57862401,3.203455925,3.183983803,686.453413761889,690.6515207395356,0,1,12,m128n256,128,256,1.84444809,1.878982425,596.1195838132804,1.587007999,1.592772722,692.8204700094899,3.432575941,3.467707157,640.6335339259432,64.77588816238051,92.75785467611304,629.7779072868251,101.72372300036464,0,0,12,m128n256,128,256,3.416399956,3.438182354,643.6668082991862,65.08258931235451,93.7670052176994,629.7779072868251,102.20536491541858,0,1,12,m128n256,128,256,1.831807971,1.858804822,600.2330185165463,1.583119988,1.584806442,694.5219794521349,3.414080143,3.44406867,644.1041696284516,65.1268118936756,93.26037086528932,633.5461075247185,101.66650256048193,0,0,12,m128n256,128,256,3.392863989,3.437604904,648.1318622501376,65.53406089485719,94.41745779924926,633.5461075247185,102.30224044504133
qkv,artificial_small,artificial,Mx4096x4096 QKV stress shape,524288,4,131072,4096,4096,16,8,128,,True,131072,4096,4096,4096,4096,131072,10,50,per-sample max-rank CUDA event,MPI one process per GPU,5.722576141,6.003824234,6.327536106,11.71967983,12.05319977,750.540385897897,729.7724413479956,0,1,12,m128n256,128,256,6.193232059,6.199638367,710.1375290326417,5.471663952,5.627721786,803.7859323389969,11.66593552,11.70698261,753.9980833194251,76.2384310737538,103.31961589652265,695.7366736092758,108.37406046283377,0,0,12,m128n256,128,256,11.80630398,12.12124157,745.0335885903559,75.33201097981353,99.26628900842515,695.7366736092758,107.08557085618934,0,1,12,m128n256,128,256,6.188464165,6.24072504,710.6846535490927,5.508527756,5.674129486,798.4068894476493,11.6992321,11.91481876,751.852168332313,76.02145281418736,103.02556327607178,693.1383824190079,108.47071629598663,0,0,12,m128n256,128,256,11.8854723,12.07905579,740.0709706931882,74.8302295948623,98.60508303065079,693.1383824190079,106.77102718080458
qkv,artificial_small,artificial,Mx4096x4096 QKV stress shape,524288,8,65536,4096,4096,16,8,128,,True,65536,4096,4096,4096,4096,65536,10,50,per-sample max-rank CUDA event,MPI one process per GPU,3.190000057,3.128416061,3.138639927,6.314511776,6.330512047,696.4982673434798,694.7378787768382,0,1,12,m128n256,128,256,3.614192009,3.662459135,608.4411813417853,3.104720116,3.151017666,708.2838946478485,6.746479988,6.78924942,651.9024022789408,65.91530862274428,93.83429667411917,640.224690541119,101.82400209025863,0,0,12,m128n256,128,256,6.723855972,6.774161816,654.0958832876083,66.13709638904027,93.91206180345588,640.224690541119,102.1666132143022,0,1,12,m128n256,128,256,3.583071947,3.620782375,613.7256767599034,3.099839926,3.102816105,709.3989715751536,6.683248043,6.720345497,658.0702201694417,66.53895047213767,94.72208731846405,642.5233127569859,102.4196643302709,0,0,12,m128n256,128,256,6.718383789,6.785148621,654.6286501680531,66.19096563883247,93.988554008164,642.5233127569859,101.88403084693142
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,1024,4,256,5120,5120,24,8,128,,True,256,5120,5120,5120,5120,256,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.03110400029,0.03891199827,0.0485920012,0.07017600536,0.07963199914,382.5174354438347,337.0949604418031,0,1,10,m128n128,128,128,0.05900799856,0.08250399679,227.45683852253674,0.0561439991,0.05720800161,239.0597929458858,0.1154239923,0.1387231946,232.5646953038203,23.51513602667546,68.9908549801565,269.9037395224415,86.16579218773046,0,0,10,m128n128,128,128,0.09435200691,0.09609439969,284.5042355654966,28.76685900561138,74.37680199737471,269.9037395224415,105.40951973058567,0,1,10,m128n128,128,128,0.04710400105,0.04824479669,284.93912408317595,0.05384000018,0.05472319946,249.28998430772293,0.1010880023,0.1026192009,265.54630608226,26.849980392543987,78.77492613186205,307.1624963525238,86.45140902146407,0,0,10,m128n128,128,128,0.08838400245,0.09017920494,303.7149807193417,30.709300376070953,79.3989901053638,307.1624963525238,98.87762481614115
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,1024,8,128,5120,5120,24,8,128,,True,128,5120,5120,5120,5120,128,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.03156799823,0.04004799947,0.04905600101,0.07169599831,0.08064000309,187.2039321074348,166.44062854288762,0,1,10,m128n64,128,64,0.05060800165,0.05163360015,132.6052438587051,0.05582400039,0.05656159669,120.21507511314346,0.1064160019,0.1078975946,126.1255127082537,12.75283242752818,75.77808003516057,152.52014628647353,82.69432975192427,0,0,10,m128n64,128,64,0.0934240073,0.09523040056,143.66513691604408,14.526303024878068,76.74258510424653,152.52014628647353,94.19420346358875,0,1,10,m128n64,128,64,0.04604800045,0.04683359712,145.7367602158282,0.05403199792,0.05491520092,124.20207762696776,0.100255996,0.1010559946,133.87501332089903,13.536401751354806,80.43409502410209,187.8326909207549,71.27354278142127,0,0,10,m128n64,128,64,0.08694399893,0.08870080113,154.37261875665604,15.608960440511229,82.46227363860223,187.8326909207549,82.18623605929417
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,4096,4,1024,5120,5120,24,8,128,,True,1024,5120,5120,5120,5120,1024,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.07294400036,0.08588799834,0.09839999676,0.1589599997,0.1713919938,675.4792564333403,626.4830697126764,0,1,12,m128n192,128,192,0.1212960035,0.1250095963,442.6122019758054,0.1046880037,0.1107776016,512.8294484805425,0.2264640033,0.2310016006,474.13355250882825,47.94070298370356,75.681782226977,501.1115717022027,94.61636475451283,0,0,12,m128n192,128,192,0.2069439888,0.2108335942,518.8562519869628,52.462715064404726,76.81305488589287,501.1115717022027,103.54106376439961,0,1,12,m128n192,128,192,0.1168000028,0.1199024022,459.64974240565687,0.1015840024,0.1021791995,528.4994677469018,0.2184000015,0.2217136025,491.6400259273808,49.71082163067551,78.47618709837784,532.5255223758066,92.32234048313411,0,0,12,m128n192,128,192,0.1999039948,0.2025167942,537.1287477642742,54.31028794380932,79.51817063937933,532.5255223758066,100.86441404121453
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,4096,8,512,5120,5120,24,8,128,,True,512,5120,5120,5120,5120,512,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.05375999957,0.06852799654,0.0787839964,0.1222559959,0.1327359974,439.1366722325314,404.4651959649945,0,1,10,m128n192,128,192,0.08745600283,0.08864159882,306.9377141804595,0.08892799914,0.08955359459,301.85707380799164,0.1763200015,0.1779408008,304.4866761755331,30.78732822806199,75.28130460003428,315.5984971127632,96.47912742332868,0,0,10,m128n192,128,192,0.158912003,0.1605039984,337.8416367956799,34.15992283070575,76.93314135622593,315.5984971127632,107.04792319558139,0,1,10,m128n192,128,192,0.08230400085,0.08374399692,326.1511630391173,0.08723200113,0.08799999952,307.7258947664818,0.1696159989,0.1714079976,316.5213868277375,32.00418471463473,78.25676720405176,347.7143414217649,91.02914350139172,0,0,10,m128n192,128,192,0.1494240016,0.1512496024,359.2936250209484,36.32898129635474,81.81817819822061,347.7143414217649,103.33011389516955
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,16384,4,4096,5120,5120,24,8,128,,True,4096,5120,5120,5120,5120,4096,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.2596800029,0.2780479789,0.2860959768,0.5386239886,0.5477600098,797.3962145955561,784.0965421276726,0,1,12,m128n256,128,256,0.3304319978,0.3327856064,649.9018443425094,0.3047359884,0.3060415983,704.702998577637,0.6351840496,0.6381679773,676.1768181528972,68.36974905489355,86.23642393806105,620.1151738705563,109.04052128452565,0,0,12,m128n256,128,256,0.6152000427,0.6170160174,698.1415796315907,70.5906551700294,87.55265786980091,620.1151738705563,112.58256676320612,0,1,12,m128n256,128,256,0.3368639946,0.3383632004,637.492781189029,0.3054879904,0.3084591925,702.9682722349008,0.6422079802,0.6460927725,668.7813649812382,67.62197825897252,85.2932424834418,639.4060871635976,104.59415047922818,0,0,12,m128n256,128,256,0.6086879969,0.6131520271,705.6106441845296,71.34586897720219,88.48933958664695,639.4060871635976,110.3540704960466
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,16384,8,2048,5120,5120,24,8,128,,True,2048,5120,5120,5120,5120,2048,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.1716319919,0.1858880073,0.1918239892,0.357919991,0.3636960089,599.9898586273713,590.4611531193517,0,1,12,m128n256,128,256,0.2452320009,0.2485072017,437.84735273511365,0.218080014,0.2194560021,492.36140639646146,0.4633280039,0.4666448236,463.49101067145745,46.86461179691178,78.49644438467752,458.17482159526554,101.16029707998403,0,0,12,m128n256,128,256,0.4463199973,0.4480879903,481.15335655833053,48.650491057465175,80.19358154804327,458.17482159526554,105.01523302460375,0,1,12,m128n256,128,256,0.2374719977,0.2400704026,452.1551317206105,0.2147359997,0.2159456015,500.02879139971236,0.4524639845,0.4552303851,474.6197977222649,47.98986832378815,80.38120631897499,481.274124855998,98.61735198506169,0,0,12,m128n256,128,256,0.4300799966,0.4327071905,499.3219087092971,50.48755396453964,83.22172475575209,481.274124855998,103.75000086669922
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,131072,4,32768,5120,5120,24,8,128,,True,32768,5120,5120,5120,5120,32768,10,50,per-sample max-rank CUDA event,MPI one process per GPU,2.19017601,2.377984047,2.424160004,4.568943977,4.59800005,752.0280078058835,747.275728455027,0,1,12,m128n256,128,256,2.402495861,2.485385418,715.084236476027,2.442016125,2.539281607,703.51170117683,4.779503822,4.937515259,718.8976020866963,72.68934298146576,96.20245576194456,688.4902303019401,104.41652915995931,0,0,12,m128n256,128,256,4.912384033,4.959115505,699.4513893291127,70.7230929554209,93.00868878139683,688.4902303019401,101.59205730811395,0,1,12,m128n256,128,256,2.471632004,2.502374172,695.0820007265127,2.420559883,2.485519886,709.7477449187321,4.88931179,4.921737671,702.7520404461668,71.05682916543648,94.04186616619923,666.4071671362709,105.45385390527528,0,0,12,m128n256,128,256,4.920080185,5.015708923,698.3572843538932,70.61246555651094,92.86320151711105,666.4071671362709,104.79438379315764
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,131072,8,16384,5120,5120,24,8,128,,True,16384,5120,5120,5120,5120,16384,10,50,per-sample max-rank CUDA event,MPI one process per GPU,1.267071962,1.265792012,1.263967991,2.53256011,2.531136036,678.3597797408252,678.7414401933789,0,1,12,m128n256,128,256,1.466383934,1.483995199,585.7902826695863,1.408463955,1.431393623,609.8796182540575,2.875567913,2.904590368,597.4426514613847,60.40876152289026,88.02212684865218,611.5469110403949,97.6936749537308,0,0,12,m128n256,128,256,2.863071918,2.89040637,600.0502144564012,60.6724180441255,88.45604240948026,611.5469110403949,98.1200630112848,0,1,12,m128n256,128,256,1.455456018,1.475564837,590.1885378717091,1.405679941,1.407689571,611.0875129860019,2.86126399,2.881995201,600.4293642265425,60.71075472462512,88.46216374463232,615.9531027605691,97.47972070203842,0,0,12,m128n256,128,256,2.841088057,2.857915163,604.6933019788481,61.141890998872405,89.14050037133362,615.9531027605691,98.17197109142612
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,262144,4,65536,5120,5120,24,8,128,,True,65536,5120,5120,5120,5120,65536,10,50,per-sample max-rank CUDA event,MPI one process per GPU,4.484255791,4.890288353,4.907760143,9.369280815,9.380464554,733.4551935510539,732.5807409687058,0,1,12,m128n256,128,256,4.891856194,4.903748512,702.3865176196961,4.703135967,4.770409584,730.5708065658396,9.597759247,9.645440102,715.9950043285348,72.39585483605003,97.73598516687193,693.6786880513192,103.2170970020582,0,0,12,m128n256,128,256,9.817088127,10.75306416,699.9985723567092,70.77841985406565,95.43849147316512,693.6786880513192,100.91106796478695,0,1,12,m128n256,128,256,4.948207855,5.437990189,694.3875313014715,4.793631554,4.9369874,716.7788759094104,9.714752197,10.2875452,707.3724099439322,71.52400504994259,96.5589689142742,680.1085948509183,104.00874438279818,0,0,12,m128n256,128,256,9.683679581,10.04926872,709.6421991371133,71.75350850729153,96.75331300080529,680.1085948509183,104.34248361361597
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,262144,8,32768,5120,5120,24,8,128,,True,32768,5120,5120,5120,5120,32768,10,50,per-sample max-rank CUDA event,MPI one process per GPU,2.432496071,2.480015993,2.479023933,4.918319702,4.914063931,698.6072571497915,699.2122782783551,0,1,12,m128n256,128,256,2.805520058,2.834068775,612.3595208314849,2.760479927,2.780484915,622.3508099430567,5.565040112,5.596190453,617.4212166756796,62.428838895417556,88.30239912204249,646.5053099353047,95.50133729566188,0,0,12,m128n256,128,256,5.543359756,5.57930088,619.8359817944314,62.673001192561316,88.72452661360339,646.5053099353047,95.87484778067143,0,1,12,m128n256,128,256,2.785104036,2.817692757,616.848382032936,2.764528036,2.777387142,621.4394992664852,5.549488068,5.576969624,619.1514955429578,62.603791258135274,88.54986028956357,646.8869749838512,95.71246902264716,0,0,12,m128n256,128,256,5.54206419,5.603145599,619.980880589548,62.68765223352356,88.74526770863692,646.8869749838512,95.84068076266723
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,524288,4,131072,5120,5120,24,8,128,,True,131072,5120,5120,5120,5120,131072,10,50,per-sample max-rank CUDA event,MPI one process per GPU,8.925039291,9.95505619,9.943807602,18.89054298,18.82540894,727.5542773837198,730.0715427220888,0,1,12,m128n256,128,256,9.76742363,9.881203651,703.5578606924823,9.948688507,11.85952759,690.739052566057,19.66670418,21.68955231,698.8408032890848,70.66135523651009,95.72223575287438,686.1923514976229,101.84328078910475,0,0,12,m128n256,128,256,20.02428818,23.80119705,686.3612440879284,69.39951911910296,94.3381498018373,686.1923514976229,100.02461300973945,0,1,12,m128n256,128,256,9.85204792,10.3013792,697.5146415649996,9.813375473,11.42241573,700.2633999389009,19.77889633,21.28900146,694.8767574231985,70.26054170103119,95.17926898401414,693.1883460846301,100.24357180095497,0,0,12,m128n256,128,256,20.12168121,23.93430138,683.0391160540606,69.06361133003647,93.88153396750887,693.1883460846301,98.53586257070017
qkv,artificial_medium,artificial,Mx5120x5120 QKV stress shape,524288,8,65536,5120,5120,24,8,128,,True,65536,5120,5120,5120,5120,65536,10,50,per-sample max-rank CUDA event,MPI one process per GPU,4.964960098,4.928864002,4.954256058,9.894815445,9.924751282,694.4998329476169,692.4050264174671,0,1,12,m128n256,128,256,5.541359901,5.561979294,620.0596781631058,5.484288216,5.519080162,626.5122658535348,10.99302483,11.06997776,625.1189076591943,63.20716963187,90.28226021026828,650.3978791905245,96.11330658660941,0,0,12,m128n256,128,256,11.02144051,11.12828541,623.5072146299685,63.04420774822735,89.77787827300989,650.3978791905245,95.865505497339,0,1,12,m128n256,128,256,5.533776283,5.556909084,620.9094226225697,5.478256226,5.530928135,627.2021050225335,11.00091171,11.076087,624.6707413671262,63.16185453661539,90.21753417926486,650.2442245728797,96.06709567892713,0,0,12,m128n256,128,256,11.10035133,11.17566395,619.0747904553035,62.59603543531886,89.13966009578546,650.2442245728797,95.20650350442556
qkv,artificial_large,artificial,Mx7168x16384 QKV stress shape,1024,4,256,16384,7168,40,8,128,,True,256,16384,7168,7168,16384,256,10,50,per-sample max-rank CUDA event,MPI one process per GPU,0.08519999683,0.134928003,0.2234719992,0.2201119959,0.3088319898,546.3540676021829,389.39970035448704,0,1,10,m128n160,128,160,0.1462720037,0.1822208017,411.08032038259427,0.1900479943,0.1914415956,316.3913534866492,0.3362559974,0.3758608103,357.6414553728938,36.161926731334056,91.84430677458602,468.8244244237192,76.28473192549814,0,0,10,m128n160,128,160,0.2866080105,0.2893759906,419.5942886530033,42.42611614287191,76.79896856895421,468.8244244237192,89.49923826361439,0,1,10,m128n160,128,160,0.141072005,0.1427375972,426.2329875016663,0.188319996,0.1892928034,319.29451689240693,0.3294399977,0.3312703967,365.04093348589777,36.91010449806853,93.74453374093136,494.03134069956184,73.89023800979709,0,0,10,m128n160,128,160,0.2751840055,0.2776768208,437.01335064693654,44.187396425372754,79.98720547005048,494.03134069956184,88.45862896635539
